"session_ID","island_code","subisland_code","site_code","site_name","lat","long","month","day","year","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","data_repository","notes","flagged","flagged_notes"
"20060727_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,27,2006,2,"7/27/2006 20:04","7/28/2006 1:22","7/27/2006 21:00","7/28/2006 2:00",NA,NA,NA,NA,NA,NA,NA,NA,300,262.4666667,30,25,0.1,0.09525019,"ND","ND","ND","ND","ND","USGS","WNW <10KTS, PATCHY FOG, SLIVER MOON SETTING, 5 BOATS ANCHORED CITY LIGHTS, 00:15 CLOUD COVER","N",NA
"20140623_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,23,2014,1,"6/23/2014 20:14","6/24/2014 1:32","6/23/2014 22:30","6/24/2014 2:30",NA,NA,NA,NA,NA,NA,NA,NA,240,182.3666667,9,9,0.0375,0.049351124,"ND","ND","ND","ND","ND","CIES field notebooks","Net at lower terrace of SE side of Scorpion Rock. Many ASSP seen flying just above net, several bounced out [no # specified]. Used vocalization start/end for net open/closed.","N",NA
"20150616_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,16,2015,1,"6/16/2015 20:12","6/17/2015 1:30","6/16/2015 21:20","6/17/2015 1:45",NA,NA,NA,NA,NA,NA,NA,NA,265,250.6333333,12,12,0.045283019,0.047878707,"ND","12 x 2.6 m","ASSP","~100","Large CD player with bullhorn speaker.","CIES field notebooks","Closed net early due to wind.","N",NA
"20150617_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,17,2015,2,"6/17/2015 20:12","6/18/2015 1:30","6/17/2015 21:13","6/18/2015 2:00",NA,NA,NA,NA,NA,NA,NA,NA,287,257.95,15,13,0.052264808,0.050397364,"ND","12 x 2.6 m","ASSP","~100","Large CD player with bullhorn speaker.","CIES field notebooks","Completely socked in 00:08.","N",NA
"20150716_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,16,2015,1,"7/16/2015 20:11","7/17/2015 1:29","7/16/2015 21:15","7/17/2015 2:02",NA,NA,NA,NA,NA,NA,NA,NA,287,254.1,23,18,0.080139373,0.070838253,"ND","12 x 2.6 m","ASSP","~100","Large CD player with bullhorn speaker.","CIES field notebooks","8 bounce-outs between 21:49-22:12. No end time recorded, used last capture time as end time. 1st petrels flying over 21:30.","N",NA
"20150915_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,9,15,2015,1,"9/15/2015 19:07","9/16/2015 0:25","9/15/2015 20:45","9/16/2015 2:00",NA,NA,NA,NA,NA,NA,NA,NA,315,220.05,NA,NA,NA,NA,"38 mm","12 x 2.6 m","ASSP","~100","Large CD player with bullhorn speaker.","CIES field notebooks","~0900 fog and mist set in","N",NA
"20160504_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,5,4,2016,1,"5/4/2016 19:45","5/5/2016 1:03","5/4/2016 20:30","5/5/2016 1:51",NA,NA,NA,NA,NA,NA,NA,NA,321,273.6833333,25,19,0.07788162,0.069423299,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","No end time listed, used last capture time","N",NA
"20160505_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,5,5,2016,2,"5/5/2016 19:46","5/6/2016 1:04","5/5/2016 20:30","5/6/2016 2:07",NA,NA,NA,NA,NA,NA,NA,NA,337,274.4833333,13,9,0.038575668,0.032788876,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","1 bounce-out at 21:40.","N",NA
"20160601_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,1,2016,1,"6/1/2016 20:06","6/2/2016 1:24","6/1/2016 20:25","6/2/2016 2:00",NA,NA,NA,NA,NA,NA,NA,NA,335,299,17,16,0.050746269,0.053511706,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","13 bounce-outs. Heard BNOW at 22:30. Misting 22:30. 00:30 seems easier for birds to get out of net. ","N",NA
"20160602_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,2,2016,2,"6/2/2016 20:06","6/3/2016 1:24","6/2/2016 20:57","6/3/2016 2:00",NA,NA,NA,NA,NA,NA,NA,NA,303,267.5833333,21,18,0.069306931,0.067268764,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","2 bounce-outs. ","N",NA
"20160603_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,3,2016,3,"6/3/2016 20:07","6/4/2016 1:25","6/3/2016 20:45","6/4/2016 2:00",NA,NA,NA,NA,NA,NA,NA,NA,315,280.15,15,13,0.047619048,0.046403712,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks",NA,"N",NA
"20160706_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,6,2016,1,"7/6/2016 20:14","7/7/2016 1:32","7/6/2016 20:50","7/7/2016 1:23","7/7/2016 1:25","7/7/2016 2:00",NA,NA,NA,NA,NA,NA,308,280.0666667,21,20,0.068181818,0.071411569,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","speaker power off 01:23, back on 01:25","N",NA
"20160707_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,7,2016,2,"7/7/2016 20:13","7/8/2016 1:31","7/7/2016 21:00","7/8/2016 0:18",NA,NA,NA,NA,NA,NA,NA,NA,198,198,12,12,0.060606061,0.060606061,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","Wind came up around 23:00 steady 10kt gusts to 15kt, end early due to wind. 1 bouce-out.","N",NA
"20160708_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,8,2016,3,"7/8/2016 20:13","7/9/2016 1:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","Did not open net, too windy","Y","No net open time"
"20160730_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,30,2016,1,"7/30/2016 20:01","7/31/2016 1:19","7/30/2016 21:30","7/31/2016 2:02",NA,NA,NA,NA,NA,NA,NA,NA,272,229.8666667,31,26,0.113970588,0.113109049,"30 mm","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","10+ boats anchored nearby","N",NA
"20160731_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,31,2016,2,"7/31/2016 20:01","8/1/2016 1:19","7/31/2016 20:38","8/1/2016 2:00",NA,NA,NA,NA,NA,NA,NA,NA,322,281.0666667,25,21,0.077639752,0.07471537,"30 mm","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks","Boat with bright spotlight 21:09. 5 bounce-outs.","N",NA
"20160801_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,8,1,2016,3,"8/1/2016 20:00","8/2/2016 1:18","8/1/2016 21:10","8/2/2016 2:03",NA,NA,NA,NA,NA,NA,NA,NA,293,248.2166667,5,5,0.017064846,0.020143692,"30 mm","12 x 2.6 m","ASSP","~100","ND","CIES field notebooks",NA,"N",NA
"20170619_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,19,2017,1,"6/19/2017 20:13","6/20/2017 1:31","6/19/2017 21:05","6/20/2017 2:05",NA,NA,NA,NA,NA,NA,NA,NA,300,266.6166667,27,24,0.09,0.090016878,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","7 bounce-outs ~21:30","N",NA
"20170620_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,20,2017,2,"6/20/2017 20:13","6/21/2017 1:31","6/20/2017 21:15","6/21/2017 0:00",NA,NA,NA,NA,NA,NA,NA,NA,165,165,9,9,0.054545455,0.054545455,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","7 bounce-outs. Ended early due to wind.","N",NA
"20170820_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,8,20,2017,1,"8/20/2017 19:40","8/21/2017 0:58","8/20/2017 20:37","8/21/2017 2:00",NA,NA,NA,NA,NA,NA,NA,NA,323,261.95,6,6,0.018575851,0.022905135,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","2 bounce-outs. Heard BNOW vocalize ~12:00.","N",NA
"20180611_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,11,2018,1,"6/11/2018 20:10","6/12/2018 1:28","6/11/2018 21:21","6/12/2018 2:00",NA,NA,NA,NA,NA,NA,NA,NA,279,247.85,35,34,0.125448029,0.137179746,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","5 bounce-outs","N",NA
"20180612_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,12,2018,2,"6/12/2018 20:11","6/13/2018 1:29","6/12/2018 21:00","6/13/2018 2:00",NA,NA,NA,NA,NA,NA,NA,NA,300,269.2666667,27,26,0.09,0.096558554,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","9 bounce-outs","N",NA
"20180613_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,6,13,2018,3,"6/13/2018 20:11","6/14/2018 1:29","6/13/2018 9:00","6/14/2018 2:02",NA,NA,NA,NA,NA,NA,NA,NA,1022,269.65,13,10,0.012720157,0.03708511,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","2 bounce-outs","N",NA
"20180711_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,11,2018,1,"7/11/2018 20:12","7/12/2018 1:30","7/11/2018 21:00","7/12/2018 2:00",NA,NA,NA,NA,NA,NA,NA,NA,300,270.9166667,25,22,0.083333333,0.081205783,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","5 bounce-outs","N",NA
"20180712_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,7,12,2018,2,"7/12/2018 20:12","7/13/2018 1:30",NA,"7/13/2018 1:54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,NA,NA,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","3 bounce-outs. No start time nor end time recorded. Used last capture for end time.","Y","No net open time"
"20180806_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,8,6,2018,1,"8/6/2018 19:56","8/7/2018 1:14","8/6/2018 22:05","8/7/2018 2:03",NA,NA,NA,NA,NA,NA,NA,NA,238,189.2166667,6,4,0.025210084,0.021139787,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","12 bounce-outs","N",NA
"20180808_SCI_SR1","SCI","SR","SR1","SW corner",34.047666,-119.547674,8,8,2018,2,"8/8/2018 19:54","8/9/2018 1:12","8/8/2018 21:02","8/9/2018 2:00",NA,NA,NA,NA,NA,NA,NA,NA,298,250.3,10,10,0.033557047,0.039952058,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge3 speaker","CIES field notebooks","4 bounce-outs","N",NA
"20090627_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,6,27,2009,1,"6/27/2009 20:11","6/28/2009 1:29","6/27/2009 21:00","6/27/2009 23:00","6/27/2009 23:00","6/27/2009 23:15","6/27/2009 23:15","6/28/2009 0:00","6/28/2009 0:00","6/28/2009 0:30","6/28/2009 0:30","6/28/2009 1:00",240,240,14,14,0.058333333,0.058333333,"38 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","ASSP CD on, netting at SR Bench in bowl; net_open_2 to net_close_2 no playback; net_open_3 to net_close_3 ASSP CD on; net_open_4 to net_close_4 BLSP CD on; net_open_5 to net_close_5 unknown audio playback.","Y","Changing vocalization playback"
"20090728_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,28,2009,1,"7/28/2009 20:00","7/29/2009 1:18","7/28/2009 22:00","7/29/2009 1:08",NA,NA,NA,NA,NA,NA,NA,NA,188,188,9,9,0.04787234,0.04787234,"38 mm","9 x 2.6 m","ND","ND","CD player","CIES field notebooks","Band prefix unknown. BNOW vocalized 23:59. CD used, but vocalization unknown. 100g scale was sticky but ok compared to 300g.","N",NA
"20090819_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,8,19,2009,1,"8/19/2009 19:39","8/20/2009 0:57","8/19/2009 22:00","8/20/2009 0:00","8/20/2009 0:00","8/20/2009 0:25",NA,NA,NA,NA,NA,NA,145,145,1,1,0.006896552,0.006896552,"38 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","Unknown CD on (likely ASSP) at first; net_open_2 to net_close_2 BLSP CD on.","Y","Changing vocalization playback."
"20100604_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,6,4,2010,1,"6/4/2010 20:03","6/5/2010 1:21","6/4/2010 21:55","6/5/2010 1:00",NA,NA,NA,NA,NA,NA,NA,NA,185,185,4,4,0.021621622,0.021621622,"38 mm","9 x 2.6 m","ASSP","ND","CD player","CIES field notebooks","Used CD player, unknown audio file, likely ASSP. Tried to switch to BLSP CD at 01:00 but both (2) CD players not working. 8-9  ""misses"" at 22:45. ","N",NA
"20100605_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,6,5,2010,2,"6/5/2010 20:04","6/6/2010 1:22","6/5/2010 22:05","6/6/2010 0:00","6/6/2010 0:00","6/6/2010 0:15","6/6/2010 0:15","6/6/2010 0:10",NA,NA,NA,NA,125,130,4,4,0.032,0.030769231,"38 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","Unknown CD used (likely ASSP) at first; net_open_2 to net_close_2 BLSP CD on; net_open_3 to net_close_3 LESP CD on.","Y","Changing vocalization playback. Typo for net_close_3?"
"20100708_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,8,2010,1,"7/8/2010 20:10","7/9/2010 1:28","7/8/2010 22:04","7/8/2010 23:26","7/8/2010 23:33","7/9/2010 1:02","7/9/2010 1:02","7/9/2010 1:31",NA,NA,NA,NA,200,197.2333333,4,4,0.02,0.020280548,"38 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","Unknown CD on, likely ASSP. 3 poles used. Closed net briefly 23:26 due to wind. ","Y","Changing vocalization playback."
"20100710_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,10,2010,2,"7/10/2010 20:09","7/11/2010 1:27","7/10/2010 22:01","7/11/2010 1:00","7/11/2010 1:00","7/11/2010 1:34",NA,NA,NA,NA,NA,NA,213,206.7166667,7,7,0.03286385,0.033862775,"38 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","Unknown CD on, likely ASSP from net_open_1 to net_close_1. LESP CD on from net_open_2 to net_close_2. 3 poles used. BNOW flying around and calling.","Y","Changing vocalization playback."
"20110604_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,6,4,2011,1,"6/4/2011 20:03","6/5/2011 1:21","6/4/2011 22:00","6/5/2011 1:05",NA,NA,NA,NA,NA,NA,NA,NA,185,185,7,7,0.037837838,0.037837838,"38 mm","9 x 2.6 m","ND","ND","ND","CIES field notebooks","Heard BLSP and pissed off BNOW west, down to lower NPK.","N",NA
"20110701_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,1,2011,1,"7/1/2011 20:11","7/2/2011 1:29","7/1/2011 22:00","7/2/2011 1:00","7/2/2011 1:00","7/2/2011 1:34",NA,NA,NA,NA,NA,NA,214,209.2333333,5,5,0.023364486,0.023896766,"38 mm","9 x 2.6 m","Multiple","ND","ND","CIES field notebooks","BNOW seen/heard frequently in area. ASSP vocals on for net_open_1 to net_close_1. BLSP vocals on for net_open_2 to net_close_2.","Y","Changing vocalization playback."
"20110702_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,2,2011,2,"7/2/2011 20:11","7/3/2011 1:29","7/2/2011 22:15","7/3/2011 1:14","7/3/2011 1:14","7/3/2011 1:58","7/3/2011 1:58","7/3/2011 2:36",NA,NA,NA,NA,261,194.1666667,14,13,0.053639847,0.06695279,"38 mm","9 x 2.6 m","Multiple","ND","ND","CIES field notebooks","Re-tared pesola at 1:26, it was wet & had gained 3 grams. ASSP vocals on net_open_1 to net_close_1. BLSP vocals on net_open_2 to net_close_2. LESP vocals on net_open_3 to net_close_3.","Y","Changing vocalization playback."
"20110728_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,28,2011,1,"7/28/2011 20:00","7/29/2011 1:18","7/28/2011 22:00","7/29/2011 1:00",NA,NA,NA,NA,NA,NA,NA,NA,180,180,8,8,0.044444444,0.044444444,"38 mm","9 x 2.6 m","ASSP","ND","iPod","CIES field notebooks","BNOW around.","N",NA
"20140707_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,7,7,2014,1,"7/7/2014 20:10","7/8/2014 1:28","7/7/2014 21:20","7/8/2014 2:00",NA,NA,NA,NA,NA,NA,NA,NA,280,248.4666667,10,8,0.035714286,0.032197478,"30 mm","18 x 2.6 m ","ASSP, BLSP, LESP","ND","Triangle speaker connected to iPod","CIES field notebooks","2 nets used. Did not band any ASSP; therefore, same night recaps UNK.","N",NA
"20140822_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,8,22,2014,1,"8/22/2014 19:36","8/23/2014 0:54","8/22/2014 22:57","8/23/2014 1:57",NA,NA,NA,NA,NA,NA,NA,NA,180,117.05,3,2,0.016666667,0.017086715,"ND","ND","ND","ND","CD player with bullhorn speaker","CIES field notebooks","1 net at Shag Rock Overlook Bench, Josh Adams CD player. Move to Peninsula N of Shag Overlook at ~-1:00.","N",NA
"20090423_SBI_Sutil","SBI","Sutil","Sutil","Sutil Island",33.464653,-119.049628,4,23,2009,1,"4/23/2009 19:34","4/24/2009 0:52","4/23/2009 20:00","4/24/2009 12:40",NA,NA,NA,NA,NA,NA,NA,NA,1000,292.0333333,4,4,0.004,0.013697067,"38 mm","9 x 2.6 m","None","ND","ND","CIES field notebooks","Mist-netting in potential CAAU habitat. Did not appear to use vocalizations. Did not band ASSP; therefore, same night recaps UNK. ""Mist-net is too long and too wide; see about 3-tier nets.""","N",NA
"19940809_SBI_WCliffs","SBI","SBI","WCliffs","West Cliffs",33.477633,-119.042881,8,9,1994,1,"8/9/1994 19:50","8/10/1994 1:08","8/9/1994 11:15","8/10/1994 2:15",NA,NA,NA,NA,NA,NA,NA,NA,900,173.0833333,6,4,0.006666667,0.023110255,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue","4 bounce-outs, 1 unknown if ASSP or LESP (not included in no. captured)","N",NA
"19940814_SBI_WCliffs","SBI","SBI","WCliffs","West Cliffs",33.477633,-119.042881,8,14,1994,2,"8/14/1994 19:44","8/15/1994 1:02","8/15/1994 0:20","8/15/1994 3:20",NA,NA,NA,NA,NA,NA,NA,NA,180,42.93333333,6,2,0.033333333,0.046583851,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"N",NA
"19960607_SBI_WCliffs","SBI","SBI","WCliffs","West Cliffs",33.477633,-119.042881,6,7,1996,1,"6/7/1996 20:05","6/8/1996 1:23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,36,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19960720_SBI_WCliffs","SBI","SBI","WCliffs","West Cliffs",33.477633,-119.042881,7,20,1996,1,"7/20/1996 20:05","7/21/1996 1:23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,20,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue","Most of the brood patches were refeathering","Y","No net open time"
"19990512_SBI_WCliffs","SBI","SBI","WCliffs","West Cliffs",33.477633,-119.042881,5,12,1999,1,"5/12/1999 19:48","5/13/1999 1:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue","Duration 2 hours re 1999 PRBO report","Y","No net open time"
"19990611_SBI_WCliffs","SBI","SBI","WCliffs","West Cliffs",33.477633,-119.042881,6,11,1999,1,"6/11/1999 20:07","6/12/1999 1:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue","Duration 3 hours re 1999 PRBO report","Y","No net open time"
"19950425_SBI_WP","SBI","SBI","WP","Websters Point",33.481075,-119.046301,4,25,1995,1,"4/25/1995 19:35","4/26/1995 0:53","4/25/1995 22:00","4/25/1995 23:00",NA,NA,NA,NA,NA,NA,NA,NA,60,60,3,3,0.05,0.05,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"N",NA
"19950803_SBI_WP","SBI","SBI","WP","Websters Point",33.481075,-119.046301,8,3,1995,1,"8/3/1995 19:55","8/4/1995 1:13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"20160517_SBI_WP","SBI","SBI","WP","Websters Point",33.481075,-119.046301,5,17,2016,1,"5/17/2016 19:52","5/18/2016 1:10","5/17/2016 21:20","5/18/2016 0:30",NA,NA,NA,NA,NA,NA,NA,NA,190,190,NA,NA,NA,NA,"ND","12 x 2.6 m","ASSP","<100","JBL charge speaker","CIES field notebooks","No end time listed, used last capture time. Speakers were very quiet and batteries died.","N",NA
